# Version 1.00
#
# Rohde & Schwarz ZVL6 2Ports - Version 3.20 - 1303.6509k06 SN: 100942
# Date: 2025-12-02 17:04:33
# Data & Calibration Information:
# Mem3[Trc2]:S12(Cal Off)
freq[Hz]	Mem3[Trc2]_S12[dB]	
8.794150000000000E+006	-3.028440188556428E+001	
8.801600000000000E+006	-3.045321379489931E+001	
8.809050000000000E+006	-3.063594318645815E+001	
8.816500000000000E+006	-3.079613823271446E+001	
8.823950000000000E+006	-3.098974590503983E+001	
8.831400000000000E+006	-3.117447513957631E+001	
8.838850000000000E+006	-3.135481598761309E+001	
8.846300000000000E+006	-3.156419397928867E+001	
8.853750000000000E+006	-3.176896268199225E+001	
8.861200000000000E+006	-3.198011730990902E+001	
8.868650000000000E+006	-3.216421163278518E+001	
8.876100000000000E+006	-3.240881336929637E+001	
8.883550000000000E+006	-3.261387295010839E+001	
8.891000000000000E+006	-3.283848719828722E+001	
8.898450000000000E+006	-3.307360709687291E+001	
8.905900000000000E+006	-3.333336710884542E+001	
8.913350000000000E+006	-3.358369270885318E+001	
8.920800000000000E+006	-3.384338341780548E+001	
8.928250000000000E+006	-3.411048021187966E+001	
8.935700000000000E+006	-3.436083396956222E+001	
8.943150000000000E+006	-3.464734941048452E+001	
8.950600000000000E+006	-3.493250836794012E+001	
8.958050000000000E+006	-3.521779957723464E+001	
8.965500000000000E+006	-3.556499088143052E+001	
8.972950000000000E+006	-3.589861661886854E+001	
8.980400000000000E+006	-3.620575964663862E+001	
8.987850000000000E+006	-3.658496641894182E+001	
8.995300000000000E+006	-3.698371672597141E+001	
9.002750000000000E+006	-3.734403570233144E+001	
9.010200000000000E+006	-3.776861852591335E+001	
9.017650000000000E+006	-3.818701291193949E+001	
9.025100000000000E+006	-3.861092997211564E+001	
9.032550000000000E+006	-3.911773339194583E+001	
9.040000000000000E+006	-3.957861207819111E+001	
9.047450000000000E+006	-4.014308084683678E+001	
9.054900000000000E+006	-4.067851753994483E+001	
9.062350000000000E+006	-4.124851241220978E+001	
9.069800000000000E+006	-4.190049052986424E+001	
9.077250000000000E+006	-4.262639636653507E+001	
9.084700000000000E+006	-4.343205785071515E+001	
9.092150000000000E+006	-4.415917233212220E+001	
9.099600000000000E+006	-4.513329614524574E+001	
9.107050000000000E+006	-4.616651515703632E+001	
9.114500000000000E+006	-4.737273415294885E+001	
9.121950000000000E+006	-4.861088648078458E+001	
9.129400000000000E+006	-5.019865840776870E+001	
9.136850000000000E+006	-5.195981664600272E+001	
9.144300000000000E+006	-5.462234669723316E+001	
9.151750000000000E+006	-5.832633499803583E+001	
9.159200000000000E+006	-6.389888029615849E+001	
9.166650000000000E+006	-8.917707180130124E+001	
9.174100000000000E+006	-6.372472277954166E+001	
9.181550000000000E+006	-5.800637227345440E+001	
9.189000000000000E+006	-5.456983170140517E+001	
9.196450000000000E+006	-5.205193212542039E+001	
9.203900000000000E+006	-5.008561702626336E+001	
9.211350000000000E+006	-4.868996004116560E+001	
9.218800000000000E+006	-4.722532086686839E+001	
9.226250000000000E+006	-4.605601155374973E+001	
9.233700000000000E+006	-4.514467667704988E+001	
9.241150000000000E+006	-4.428017452519539E+001	
9.248600000000000E+006	-4.341677025775093E+001	
9.256050000000000E+006	-4.266614971064488E+001	
9.263500000000000E+006	-4.198769667249177E+001	
9.270950000000000E+006	-4.133828984384748E+001	
9.278400000000000E+006	-4.078482979824472E+001	
9.285850000000000E+006	-4.019004316876017E+001	
9.293300000000000E+006	-3.971672427320815E+001	
9.300750000000000E+006	-3.922006580627120E+001	
9.308200000000000E+006	-3.876041717616386E+001	
9.315650000000000E+006	-3.822403226392144E+001	
9.323100000000000E+006	-3.787501793328030E+001	
9.330550000000000E+006	-3.747123184379783E+001	
9.338000000000000E+006	-3.706561438760085E+001	
9.345450000000000E+006	-3.674055886102816E+001	
9.352900000000000E+006	-3.633344456942069E+001	
9.360350000000000E+006	-3.600755890835510E+001	
9.367800000000000E+006	-3.567799828907713E+001	
9.375250000000000E+006	-3.537569336686479E+001	
9.382700000000000E+006	-3.508334922054916E+001	
9.390150000000000E+006	-3.478921910307787E+001	
9.397600000000000E+006	-3.452443075551479E+001	
9.405050000000000E+006	-3.425812564502511E+001	
9.412500000000000E+006	-3.399899796378129E+001	
9.419950000000000E+006	-3.373651231422240E+001	
9.427400000000000E+006	-3.350035414860018E+001	
9.434850000000000E+006	-3.324386032073061E+001	
9.442300000000000E+006	-3.303792491070198E+001	
9.449750000000000E+006	-3.280261889720345E+001	
9.457200000000000E+006	-3.257886340677390E+001	
9.464650000000000E+006	-3.236664191718947E+001	
9.472100000000000E+006	-3.218133727701332E+001	
9.479550000000000E+006	-3.195606470206746E+001	
9.487000000000000E+006	-3.175535814315927E+001	
9.494450000000000E+006	-3.156152088921369E+001	
9.501900000000000E+006	-3.137564809265403E+001	
9.509350000000000E+006	-3.119083217945756E+001	
9.516800000000000E+006	-3.101946960230912E+001	
9.524250000000000E+006	-3.084269952155943E+001	
9.531700000000000E+006	-3.067526151512112E+001	
9.539150000000000E+006	-3.050485365040771E+001	
9.546600000000000E+006	-3.033945175763088E+001	
9.554050000000000E+006	-3.017152654297348E+001	
9.561500000000000E+006	-3.002229788808138E+001	
9.568950000000000E+006	-2.986335215421774E+001	
9.576400000000000E+006	-2.972428660068260E+001	
9.583850000000000E+006	-2.958050125119985E+001	
9.591300000000000E+006	-2.942492243646933E+001	
9.598750000000000E+006	-2.928115504834993E+001	
9.606200000000000E+006	-2.914107044741186E+001	
9.613650000000000E+006	-2.901446460201949E+001	
9.621100000000000E+006	-2.887425383558917E+001	
9.628550000000000E+006	-2.875188602390390E+001	
9.636000000000000E+006	-2.861625717693398E+001	
9.643450000000000E+006	-2.849654837370988E+001	
9.650900000000000E+006	-2.836640604870702E+001	
9.658350000000000E+006	-2.824699409409936E+001	
9.665800000000000E+006	-2.812326998678418E+001	
9.673250000000000E+006	-2.799243502660015E+001	
9.680700000000000E+006	-2.789119821194671E+001	
9.688150000000000E+006	-2.777469289807000E+001	
9.695600000000000E+006	-2.766982711916530E+001	
9.703050000000000E+006	-2.754661676369922E+001	
9.710500000000000E+006	-2.744101028831060E+001	
9.717950000000000E+006	-2.733496410462842E+001	
9.725400000000000E+006	-2.723448008989605E+001	
9.732850000000000E+006	-2.712305083475286E+001	
9.740300000000000E+006	-2.702227788677073E+001	
9.747750000000000E+006	-2.693003026365294E+001	
9.755200000000000E+006	-2.683403090778117E+001	
9.762650000000000E+006	-2.672760400438058E+001	
9.770100000000000E+006	-2.663973955473543E+001	
9.777550000000000E+006	-2.654692155162090E+001	
9.785000000000000E+006	-2.645581835213945E+001	
9.792450000000000E+006	-2.635937600943916E+001	
9.799900000000000E+006	-2.627307122198760E+001	
9.807350000000000E+006	-2.618281502737149E+001	
9.814800000000000E+006	-2.609357903343410E+001	
9.822250000000000E+006	-2.601147334951514E+001	
9.829700000000000E+006	-2.591657160852315E+001	
9.837150000000000E+006	-2.583935057853335E+001	
9.844600000000000E+006	-2.575448625916980E+001	
9.852050000000000E+006	-2.567312889706755E+001	
9.859500000000000E+006	-2.559650352649371E+001	
9.866950000000000E+006	-2.551749023499630E+001	
9.874400000000000E+006	-2.543864363038098E+001	
9.881850000000000E+006	-2.535978410758296E+001	
9.889300000000000E+006	-2.528814356537158E+001	
9.896750000000000E+006	-2.520712623595453E+001	
9.904200000000000E+006	-2.512682047117414E+001	
9.911650000000000E+006	-2.505738607800723E+001	
9.919100000000000E+006	-2.498811015288231E+001	
9.926550000000000E+006	-2.491747082161918E+001	
9.934000000000000E+006	-2.484522779715908E+001	
9.941450000000000E+006	-2.478136448003313E+001	
9.948900000000000E+006	-2.470614884672578E+001	
9.956350000000000E+006	-2.464888997517069E+001	
9.963800000000000E+006	-2.457153861645336E+001	
9.971250000000000E+006	-2.451119927544764E+001	
9.978700000000000E+006	-2.444137889918692E+001	
9.986150000000000E+006	-2.437026439679222E+001	
9.993600000000000E+006	-2.431289211478894E+001	
1.000105000000000E+007	-2.425646512617179E+001	
1.000850000000000E+007	-2.418721483264705E+001	
1.001595000000000E+007	-2.412808133670405E+001	
1.002340000000000E+007	-2.405924772950925E+001	
1.003085000000000E+007	-2.400622677287975E+001	
1.003830000000000E+007	-2.394764617110417E+001	
1.004575000000000E+007	-2.388390102312525E+001	
1.005320000000000E+007	-2.382973297581289E+001	
1.006065000000000E+007	-2.377556257899389E+001	
1.006810000000000E+007	-2.371877132417569E+001	
1.007555000000000E+007	-2.366020151688586E+001	
1.008300000000000E+007	-2.360111669087169E+001	
1.009045000000000E+007	-2.355208629855276E+001	
1.009790000000000E+007	-2.350292752354442E+001	
1.010535000000000E+007	-2.344641913955613E+001	
1.011280000000000E+007	-2.339359195704150E+001	
1.012025000000000E+007	-2.334060578134138E+001	
1.012770000000000E+007	-2.328679757118779E+001	
1.013515000000000E+007	-2.323722390126625E+001	
1.014260000000000E+007	-2.318191655481857E+001	
1.015005000000000E+007	-2.314135188774019E+001	
1.015750000000000E+007	-2.309014092768023E+001	
1.016495000000000E+007	-2.304228275600611E+001	
1.017240000000000E+007	-2.299120535884270E+001	
1.017985000000000E+007	-2.295089687049891E+001	
1.018730000000000E+007	-2.290334035114737E+001	
1.019475000000000E+007	-2.285375758176168E+001	
1.020220000000000E+007	-2.280733909909674E+001	
1.020965000000000E+007	-2.276035177445374E+001	
1.021710000000000E+007	-2.271630526793833E+001	
1.022455000000000E+007	-2.267032702396993E+001	
1.023200000000000E+007	-2.262632342915258E+001	
1.023945000000000E+007	-2.258682917696342E+001	
1.024690000000000E+007	-2.253964049219471E+001	
1.025435000000000E+007	-2.249628398632269E+001	
1.026180000000000E+007	-2.245538309261259E+001	
1.026925000000000E+007	-2.240946297470109E+001	
1.027670000000000E+007	-2.237721649642570E+001	
1.028415000000000E+007	-2.233249213480569E+001	
1.029160000000000E+007	-2.229064895093925E+001	
1.029905000000000E+007	-2.225332514334645E+001	
1.030650000000000E+007	-2.221911146821976E+001	
1.031395000000000E+007	-2.218078617557445E+001	
1.032140000000000E+007	-2.213704197920871E+001	
1.032885000000000E+007	-2.210503632749706E+001	
1.033630000000000E+007	-2.206795692657043E+001	
1.034375000000000E+007	-2.202690111730239E+001	
1.035120000000000E+007	-2.199058010807180E+001	
1.035865000000000E+007	-2.195173685421522E+001	
1.036610000000000E+007	-2.192189715185865E+001	
1.037355000000000E+007	-2.188877514488762E+001	
1.038100000000000E+007	-2.185329237960952E+001	
1.038845000000000E+007	-2.181642807120903E+001	
1.039590000000000E+007	-2.178735231591639E+001	
1.040335000000000E+007	-2.175541048071400E+001	
1.041080000000000E+007	-2.171859485359336E+001	
1.041825000000000E+007	-2.168127510041831E+001	
1.042570000000000E+007	-2.165736244622663E+001	
1.043315000000000E+007	-2.162843252342492E+001	
1.044060000000000E+007	-2.159708544896236E+001	
1.044805000000000E+007	-2.156749549497562E+001	
1.045550000000000E+007	-2.149053412448438E+001	
1.046295000000000E+007	-2.150513580775879E+001	
1.047040000000000E+007	-2.147769944811973E+001	
1.047785000000000E+007	-2.144907936267976E+001	
1.048530000000000E+007	-2.142592616280562E+001	
1.049275000000000E+007	-2.139452435808498E+001	
1.050020000000000E+007	-2.136895767892545E+001	
1.050765000000000E+007	-2.134397929803778E+001	
1.051510000000000E+007	-2.124614007549983E+001	
1.052255000000000E+007	-2.128536783567881E+001	
1.053000000000000E+007	-2.125453781914013E+001	
1.053745000000000E+007	-2.122983275862660E+001	
1.054490000000000E+007	-2.120656136895695E+001	
1.055235000000000E+007	-2.118366584843208E+001	
1.055980000000000E+007	-2.115704056813168E+001	
1.056725000000000E+007	-2.113537799144934E+001	
1.057470000000000E+007	-2.110974524965950E+001	
1.058215000000000E+007	-2.109179819168614E+001	
1.058960000000000E+007	-2.106360214956290E+001	
1.059705000000000E+007	-2.104397443693067E+001	
1.060450000000000E+007	-2.102107095271397E+001	
1.061195000000000E+007	-2.100344120887613E+001	
1.061940000000000E+007	-2.098082025257424E+001	
1.062685000000000E+007	-2.095740366121315E+001	
1.063430000000000E+007	-2.093830945902947E+001	
1.064175000000000E+007	-2.091387740753152E+001	
1.064920000000000E+007	-2.089644759271318E+001	
1.065665000000000E+007	-2.087664629119005E+001	
1.066410000000000E+007	-2.086027742185151E+001	
1.067155000000000E+007	-2.083502070499338E+001	
1.067900000000000E+007	-2.081740835195168E+001	
1.068645000000000E+007	-2.079951680895940E+001	
1.069390000000000E+007	-2.077765241765722E+001	
1.070135000000000E+007	-2.076422720045050E+001	
1.070880000000000E+007	-2.074067089048459E+001	
1.071625000000000E+007	-2.072405404092846E+001	
1.072370000000000E+007	-2.070610334319960E+001	
1.073115000000000E+007	-2.069083077488303E+001	
1.073860000000000E+007	-2.067812577523071E+001	
1.074605000000000E+007	-2.066099256132712E+001	
1.075350000000000E+007	-2.063999364323725E+001	
1.076095000000000E+007	-2.062552506364997E+001	
1.076840000000000E+007	-2.060567596829788E+001	
1.077585000000000E+007	-2.060211425311880E+001	
1.078330000000000E+007	-2.058103191147971E+001	
1.079075000000000E+007	-2.056358702236556E+001	
1.079820000000000E+007	-2.055100738621186E+001	
1.080565000000000E+007	-2.053423308035845E+001	
1.081310000000000E+007	-2.051581142765715E+001	
1.082055000000000E+007	-2.050695784708239E+001	
1.082800000000000E+007	-2.049630079892218E+001	
1.083545000000000E+007	-2.047473855582510E+001	
1.084290000000000E+007	-2.046266075139551E+001	
1.085035000000000E+007	-2.045785641122050E+001	
1.085780000000000E+007	-2.044013015196636E+001	
1.086525000000000E+007	-2.042823037133585E+001	
1.087270000000000E+007	-2.041620331620138E+001	
1.088015000000000E+007	-2.039925802909600E+001	
1.088760000000000E+007	-2.039161439843580E+001	
1.089505000000000E+007	-2.037664460777868E+001	
1.090250000000000E+007	-2.036889632023105E+001	
1.090995000000000E+007	-2.036403511520129E+001	
1.091740000000000E+007	-2.035059408036588E+001	
1.092485000000000E+007	-2.033997684668596E+001	
1.093230000000000E+007	-2.032777627324764E+001	
1.093975000000000E+007	-2.031652480507257E+001	
1.094720000000000E+007	-2.030636479788754E+001	
1.095465000000000E+007	-2.029749556166605E+001	
1.096210000000000E+007	-2.028942706231752E+001	
1.096955000000000E+007	-2.028123698831029E+001	
1.097700000000000E+007	-2.027166943667264E+001	
1.098445000000000E+007	-2.026650204086823E+001	
1.099190000000000E+007	-2.025518419206008E+001	
1.099935000000000E+007	-2.024740085450198E+001	
1.100680000000000E+007	-2.024223694514297E+001	
1.101425000000000E+007	-2.023349850911578E+001	
1.102170000000000E+007	-2.022321461238633E+001	
1.102915000000000E+007	-2.022006275390380E+001	
1.103660000000000E+007	-2.021199573131653E+001	
1.104405000000000E+007	-2.020684998980259E+001	
1.105150000000000E+007	-2.020370960498669E+001	
1.105895000000000E+007	-2.019788506001301E+001	
1.106640000000000E+007	-2.019121468533569E+001	
1.107385000000000E+007	-2.018072026905745E+001	
1.108130000000000E+007	-2.018249158918619E+001	
1.108875000000000E+007	-2.017535721394834E+001	
1.109620000000000E+007	-2.016941991289281E+001	
1.110365000000000E+007	-2.016612246058684E+001	
1.111110000000000E+007	-2.016133773565345E+001	
1.111855000000000E+007	-2.015361925256808E+001	
1.112600000000000E+007	-2.015001131811631E+001	
1.113345000000000E+007	-2.014925564528318E+001	
1.114090000000000E+007	-2.014894921276229E+001	
1.114835000000000E+007	-2.014566222580137E+001	
1.115580000000000E+007	-2.014275046411186E+001	
1.116325000000000E+007	-2.013985261033762E+001	
1.117070000000000E+007	-2.014015014545826E+001	
1.117815000000000E+007	-2.013608004384263E+001	
1.118560000000000E+007	-2.013647216458483E+001	
1.119305000000000E+007	-2.012878275515132E+001	
1.120050000000000E+007	-2.012382604318684E+001	
1.120795000000000E+007	-2.012905536797372E+001	
1.121540000000000E+007	-2.012365849983597E+001	
1.122285000000000E+007	-2.012308468639270E+001	
1.123030000000000E+007	-2.012442337726221E+001	
1.123775000000000E+007	-2.012075289012685E+001	
1.124520000000000E+007	-2.012068444546810E+001	
1.125265000000000E+007	-2.012167783591329E+001	
1.126010000000000E+007	-2.012513567314892E+001	
1.126755000000000E+007	-2.012055370354436E+001	
1.127500000000000E+007	-2.012549523692176E+001	
1.128245000000000E+007	-2.012333520607574E+001	
1.128990000000000E+007	-2.012113898202326E+001	
1.129735000000000E+007	-2.012778547959817E+001	
1.130480000000000E+007	-2.012613049472232E+001	
1.131225000000000E+007	-2.012706123799222E+001	
1.131970000000000E+007	-2.012449714369879E+001	
1.132715000000000E+007	-2.013146734824894E+001	
1.133460000000000E+007	-2.013117789246259E+001	
1.134205000000000E+007	-2.013176052108838E+001	
1.134950000000000E+007	-2.013180793836249E+001	
1.135695000000000E+007	-2.013975423648435E+001	
1.136440000000000E+007	-2.014166999340008E+001	
1.137185000000000E+007	-2.014301521296218E+001	
1.137930000000000E+007	-2.014979605770877E+001	
1.138675000000000E+007	-2.015079052199113E+001	
1.139420000000000E+007	-2.015071646882794E+001	
1.140165000000000E+007	-2.015821706649773E+001	
1.140910000000000E+007	-2.015780300472819E+001	
1.141655000000000E+007	-2.016303621208539E+001	
1.142400000000000E+007	-2.017122273555204E+001	
1.143145000000000E+007	-2.017310567782750E+001	
1.143890000000000E+007	-2.017472824048219E+001	
1.144635000000000E+007	-2.018262737211163E+001	
1.145380000000000E+007	-2.018750432274307E+001	
1.146125000000000E+007	-2.019198681110988E+001	
1.146870000000000E+007	-2.019580732636385E+001	
1.147615000000000E+007	-2.020144625754147E+001	
1.148360000000000E+007	-2.020695868072574E+001	
1.149105000000000E+007	-2.021581492931922E+001	
1.149850000000000E+007	-2.021852714230593E+001	
1.150595000000000E+007	-2.023044193552664E+001	
1.151340000000000E+007	-2.023104154981697E+001	
1.152085000000000E+007	-2.023667478427927E+001	
1.152830000000000E+007	-2.024704888699836E+001	
1.153575000000000E+007	-2.024924081539079E+001	
1.154320000000000E+007	-2.026219320465619E+001	
1.155065000000000E+007	-2.026779544483883E+001	
1.155810000000000E+007	-2.027712125284863E+001	
1.156555000000000E+007	-2.028107848497540E+001	
1.157300000000000E+007	-2.028866583354584E+001	
1.158045000000000E+007	-2.029835358676211E+001	
1.158790000000000E+007	-2.030700596149409E+001	
1.159535000000000E+007	-2.031686477262010E+001	
1.160280000000000E+007	-2.032753764769887E+001	
1.161025000000000E+007	-2.033664547278936E+001	
1.161770000000000E+007	-2.034371557042011E+001	
1.162515000000000E+007	-2.036034989152355E+001	
1.163260000000000E+007	-2.036942688354244E+001	
1.164005000000000E+007	-2.037680435744896E+001	
1.164750000000000E+007	-2.038762361753120E+001	
1.165495000000000E+007	-2.039814203138583E+001	
1.166240000000000E+007	-2.040247336190344E+001	
1.166985000000000E+007	-2.041715442503698E+001	
1.167730000000000E+007	-2.042871706918710E+001	
1.168475000000000E+007	-2.043902606620353E+001	
1.169220000000000E+007	-2.045376272618215E+001	
1.169965000000000E+007	-2.046185437192538E+001	
1.170710000000000E+007	-2.047504788538532E+001	
1.171455000000000E+007	-2.049119507326805E+001	
1.172200000000000E+007	-2.049583618088355E+001	
1.172945000000000E+007	-2.051291842480415E+001	
1.173690000000000E+007	-2.052511771320826E+001	
1.174435000000000E+007	-2.052994976881498E+001	
1.175180000000000E+007	-2.055075135564151E+001	
1.175925000000000E+007	-2.056119106127792E+001	
1.176670000000000E+007	-2.057759575994004E+001	
1.177415000000000E+007	-2.059283914910770E+001	
1.178160000000000E+007	-2.060271929615483E+001	
1.178905000000000E+007	-2.061727927372651E+001	
1.179650000000000E+007	-2.062798274483969E+001	
1.180395000000000E+007	-2.064334500409849E+001	
1.181140000000000E+007	-2.065619471664927E+001	
1.181885000000000E+007	-2.067241033079148E+001	
1.182630000000000E+007	-2.068799594749385E+001	
1.183375000000000E+007	-2.070084243123224E+001	
1.184120000000000E+007	-2.072130550151083E+001	
1.184865000000000E+007	-2.073193277053910E+001	
1.185610000000000E+007	-2.074693889367873E+001	
1.186355000000000E+007	-2.075963597921375E+001	
1.187100000000000E+007	-2.077775050909162E+001	
1.187845000000000E+007	-2.079046751232574E+001	
1.188590000000000E+007	-2.081047012418130E+001	
1.189335000000000E+007	-2.082081726301031E+001	
1.190080000000000E+007	-2.084543067985825E+001	
1.190825000000000E+007	-2.086093817613410E+001	
1.191570000000000E+007	-2.088121965445588E+001	
1.192315000000000E+007	-2.088834761231971E+001	
1.193060000000000E+007	-2.090887133138897E+001	
1.193805000000000E+007	-2.092431226765834E+001	
1.194550000000000E+007	-2.094299328667378E+001	
1.195295000000000E+007	-2.095884766376560E+001	
1.196040000000000E+007	-2.098117134286789E+001	
1.196785000000000E+007	-2.099662674529041E+001	
1.197530000000000E+007	-2.101668863783738E+001	
1.198275000000000E+007	-2.103237779105315E+001	
1.199020000000000E+007	-2.104924240951668E+001	
1.199765000000000E+007	-2.106869102834744E+001	
1.200510000000000E+007	-2.108290570306837E+001	
1.201255000000000E+007	-2.110581890399847E+001	
1.202000000000000E+007	-2.111823084170139E+001	
1.202745000000000E+007	-2.114775210579814E+001	
1.203490000000000E+007	-2.116423072181408E+001	
1.204235000000000E+007	-2.118272208444893E+001	
1.204980000000000E+007	-2.119957432318559E+001	
1.205725000000000E+007	-2.121502536161388E+001	
1.206470000000000E+007	-2.123883509172031E+001	
1.207215000000000E+007	-2.125633941793214E+001	
1.207960000000000E+007	-2.128072839140653E+001	
1.208705000000000E+007	-2.129991071695119E+001	
1.209450000000000E+007	-2.131682630970456E+001	
1.210195000000000E+007	-2.133848907883123E+001	
1.210940000000000E+007	-2.136526673550919E+001	
1.211685000000000E+007	-2.137851244479522E+001	
1.212430000000000E+007	-2.139877516488684E+001	
1.213175000000000E+007	-2.142313251994607E+001	
1.213920000000000E+007	-2.144464876955427E+001	
1.214665000000000E+007	-2.146723006200330E+001	
1.215410000000000E+007	-2.148874785282192E+001	
1.216155000000000E+007	-2.151133909920058E+001	
1.216900000000000E+007	-2.153046263937252E+001	
1.217645000000000E+007	-2.155687226300501E+001	
1.218390000000000E+007	-2.157989249818490E+001	
1.219135000000000E+007	-2.159788371466653E+001	
1.219880000000000E+007	-2.162476556665823E+001	
1.220625000000000E+007	-2.164392196973337E+001	
1.221370000000000E+007	-2.167167167374251E+001	
1.222115000000000E+007	-2.168559553656164E+001	
1.222860000000000E+007	-2.171463137332847E+001	
1.223605000000000E+007	-2.173755795904493E+001	
1.224350000000000E+007	-2.176202987785003E+001	
1.225095000000000E+007	-2.179411413553271E+001	
1.225840000000000E+007	-2.180865124625482E+001	
1.226585000000000E+007	-2.183191666978340E+001	
1.227330000000000E+007	-2.185700683912404E+001	
1.228075000000000E+007	-2.188410087948043E+001	
1.228820000000000E+007	-2.190622838656507E+001	
1.229565000000000E+007	-2.193326284965182E+001	
1.230310000000000E+007	-2.196257886283825E+001	
1.231055000000000E+007	-2.198209975942329E+001	
1.231800000000000E+007	-2.200393349318881E+001	
1.232545000000000E+007	-2.202497110155646E+001	
1.233290000000000E+007	-2.205389066635987E+001	
1.234035000000000E+007	-2.208022222266924E+001	
1.234780000000000E+007	-2.211387909948899E+001	
1.235525000000000E+007	-2.213997599489455E+001	
1.236270000000000E+007	-2.216334150650695E+001	
1.237015000000000E+007	-2.218917701925462E+001	
1.237760000000000E+007	-2.222440994499306E+001	
1.238505000000000E+007	-2.224558511200348E+001	
1.239250000000000E+007	-2.227700230238152E+001	
1.239995000000000E+007	-2.228309758566520E+001	
1.240740000000000E+007	-2.232523619861402E+001	
1.241485000000000E+007	-2.236468448983930E+001	
1.242230000000000E+007	-2.237780415793476E+001	
1.242975000000000E+007	-2.241421377942309E+001	
1.243720000000000E+007	-2.244094636963944E+001	
1.244465000000000E+007	-2.246628691508845E+001	
1.245210000000000E+007	-2.249791273867005E+001	
1.245955000000000E+007	-2.250371141612265E+001	
1.246700000000000E+007	-2.255785891648758E+001	
1.247445000000000E+007	-2.258018482618455E+001	
1.248190000000000E+007	-2.258786783526990E+001	
1.248935000000000E+007	-2.264843923174390E+001	
1.249680000000000E+007	-2.290766734196705E+001	
1.250425000000000E+007	-2.266452616056807E+001	
1.251170000000000E+007	-2.271771762901939E+001	
1.251915000000000E+007	-2.274812528522430E+001	
1.252660000000000E+007	-2.279699842472465E+001	
1.253405000000000E+007	-2.282169504441902E+001	
1.254150000000000E+007	-2.282798367196089E+001	
1.254895000000000E+007	-2.286672938922973E+001	
1.255640000000000E+007	-2.291015417457317E+001	
1.256385000000000E+007	-2.293175603495288E+001	
1.257130000000000E+007	-2.296621329842616E+001	
1.257875000000000E+007	-2.297858537072747E+001	
1.258620000000000E+007	-2.300991933620961E+001	
1.259365000000000E+007	-2.304809038451959E+001	
1.260110000000000E+007	-2.308179341574558E+001	
1.260855000000000E+007	-2.310987573250772E+001	
1.261600000000000E+007	-2.314039807638787E+001	
1.262345000000000E+007	-2.316749414566167E+001	
1.263090000000000E+007	-2.319056966716543E+001	
1.263835000000000E+007	-2.322794613437072E+001	
1.264580000000000E+007	-2.328161258286113E+001	
1.265325000000000E+007	-2.329510894304490E+001	
1.266070000000000E+007	-2.332903218033537E+001	
1.266815000000000E+007	-2.336646878518437E+001	
1.267560000000000E+007	-2.338153315351845E+001	
1.268305000000000E+007	-2.341685212259278E+001	
1.269050000000000E+007	-2.345537345859932E+001	
1.269795000000000E+007	-2.348632789966264E+001	
1.270540000000000E+007	-2.351443942587363E+001	
1.271285000000000E+007	-2.354930184292764E+001	
1.272030000000000E+007	-2.358115148794933E+001	
1.272775000000000E+007	-2.361544610624136E+001	
1.273520000000000E+007	-2.365745147304124E+001	
1.274265000000000E+007	-2.368288121163318E+001	
1.275010000000000E+007	-2.372802950687254E+001	
1.275755000000000E+007	-2.376137121763992E+001	
1.276500000000000E+007	-2.379553031380095E+001	
1.277245000000000E+007	-2.383252179822274E+001	
1.277990000000000E+007	-2.387258503038876E+001	
1.278735000000000E+007	-2.390463929668691E+001	
1.279480000000000E+007	-2.394181463242477E+001	
1.280225000000000E+007	-2.397776023863172E+001	
1.280970000000000E+007	-2.401486708832532E+001	
1.281715000000000E+007	-2.404882613309952E+001	
1.282460000000000E+007	-2.408832817016281E+001	
1.283205000000000E+007	-2.412274444792252E+001	
1.283950000000000E+007	-2.416263105804877E+001	
1.284695000000000E+007	-2.419390535226644E+001	
1.285440000000000E+007	-2.422827897629170E+001	
1.286185000000000E+007	-2.427193566290815E+001	
1.286930000000000E+007	-2.430463385875261E+001	
1.287675000000000E+007	-2.434361019497600E+001	
1.288420000000000E+007	-2.439071987459433E+001	
1.289165000000000E+007	-2.442579308988827E+001	
1.289910000000000E+007	-2.445844708196262E+001	
1.290655000000000E+007	-2.449480023292391E+001	
1.291400000000000E+007	-2.453275707725579E+001	
1.292145000000000E+007	-2.456942871339058E+001	
1.292890000000000E+007	-2.461685848735724E+001	
1.293635000000000E+007	-2.465443107853123E+001	
1.294380000000000E+007	-2.468401930072389E+001	
1.295125000000000E+007	-2.472618913624363E+001	
1.295870000000000E+007	-2.476576145207433E+001	
1.296615000000000E+007	-2.480112221678876E+001	
1.297360000000000E+007	-2.484538550322091E+001	
1.298105000000000E+007	-2.487784412275874E+001	
1.298850000000000E+007	-2.492153176531351E+001	
1.299595000000000E+007	-2.495891243742081E+001	
1.300340000000000E+007	-2.494211235243638E+001	
1.301085000000000E+007	-2.502628488955046E+001	
1.301830000000000E+007	-2.506588228371926E+001	
1.302575000000000E+007	-2.510294336955008E+001	
1.303320000000000E+007	-2.512829579398746E+001	
1.304065000000000E+007	-2.517359800008430E+001	
1.304810000000000E+007	-2.520583691028457E+001	
1.305555000000000E+007	-2.524553595843393E+001	
1.306300000000000E+007	-2.527333816459863E+001	
1.307045000000000E+007	-2.531279047812450E+001	
1.307790000000000E+007	-2.534665010702835E+001	
1.308535000000000E+007	-2.537792294951904E+001	
